arquivo,polimero,ampliacao,escala_um_por_px,diametro_area_equiv_um,diametro_feret_max_um,diametro_usado_um,metodo_diametro,classificacao,aviso_calibracao
PE/PE-1000x.png,PE,1000,0.1,1.317,2.0443,1.317,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5319,0.8258,0.5319,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6923,1.1773,0.6923,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5728,0.6903,0.5728,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7079,0.9137,0.7079,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7224,0.8702,0.7224,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.1689,1.6831,1.1689,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6265,0.7753,0.6265,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6909,0.9065,0.6909,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5052,0.7805,0.5052,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.544,0.6403,0.544,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4685,0.5833,0.4685,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.8094,1.1398,0.8094,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6018,0.8057,0.6018,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.567,0.6985,0.567,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4258,0.5514,0.4258,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.8468,1.2669,0.8468,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.8239,1.2218,0.8239,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6778,0.9475,0.6778,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6906,0.9716,0.6906,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6322,0.8318,0.6322,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.1084,1.3471,1.1084,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6729,1.2566,0.6729,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7347,1.1894,0.7347,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5154,0.6862,0.5154,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6952,0.914,0.6952,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5794,0.8493,0.5794,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4713,0.6558,0.4713,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.732,1.0327,0.732,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6612,0.8597,0.6612,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4729,0.6189,0.4729,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4847,0.6519,0.4847,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5463,0.7554,0.5463,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5113,0.8446,0.5113,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6408,0.8625,0.6408,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4846,0.5737,0.4846,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4362,0.5708,0.4362,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.9008,1.4253,0.9008,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4465,0.5613,0.4465,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5831,0.7844,0.5831,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.9049,1.2012,0.9049,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.3963,0.566,0.3963,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4024,0.5762,0.4024,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.2707,1.4514,1.2707,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4905,0.652,0.4905,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6633,0.9573,0.6633,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6599,0.874,0.6599,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6293,0.846,0.6293,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4483,0.5305,0.4483,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4745,0.6895,0.4745,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.6147,0.8267,0.6147,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.7569,0.9016,0.7569,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4661,0.5911,0.4661,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.8634,1.0826,0.8634,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4742,0.5336,0.4742,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4374,0.5415,0.4374,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4797,0.7645,0.4797,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.0076,1.1647,1.0076,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.759,1.1268,0.759,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.8413,0.9096,0.8413,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.353,0.4596,0.353,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,1.4586,2.1442,1.4586,area_equivalente_poligono,microplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4368,0.5369,0.4368,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4234,0.5965,0.4234,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.421,0.5176,0.421,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.4912,0.8128,0.4912,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.5499,0.6083,0.5499,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.3918,0.4881,0.3918,area_equivalente_poligono,nanoplastico,
PE/PE-1000x.png,PE,1000,0.1,0.9526,1.1871,0.9526,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3454,0.4889,0.3454,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3905,0.6063,0.3905,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.4993,0.807,0.4993,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.323,0.4109,0.323,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2112,0.2639,0.2112,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2883,0.4488,0.2883,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.1753,0.2147,0.1753,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2482,0.2728,0.2482,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2174,0.2601,0.2174,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3563,0.446,0.3563,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.4501,0.7708,0.4501,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2813,0.4103,0.2813,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2376,0.3685,0.2376,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2972,0.4621,0.2972,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.19,0.2539,0.19,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.1999,0.2927,0.1999,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2833,0.3654,0.2833,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.5509,1.0369,0.5509,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3569,0.4488,0.3569,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3145,0.3726,0.3145,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2403,0.346,0.2403,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3086,0.3684,0.3086,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.295,0.4334,0.295,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.6794,0.8432,0.6794,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.4349,0.6876,0.4349,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3554,0.3964,0.3554,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.483,0.7603,0.483,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3808,0.5021,0.3808,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.304,0.3975,0.304,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.2813,0.385,0.2813,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.4614,0.6529,0.4614,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.6994,1.0042,0.6994,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.4755,0.5879,0.4755,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.3599,0.501,0.3599,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,0.8415,1.1555,0.8415,area_equivalente_poligono,nanoplastico,
PE/PE-2-3000X.png,PE,3000,0.032895,1.2552,2.0077,1.2552,area_equivalente_poligono,microplastico,
PE/PE-2000X-2.png,PE,2000,0.05,0.3803,0.4889,0.3803,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-2.png,PE,2000,0.05,0.6516,0.7868,0.6516,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-2.png,PE,2000,0.05,0.5539,0.7854,0.5539,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-2.png,PE,2000,0.05,1.8455,2.8849,1.8455,area_equivalente_poligono,microplastico,
PE/PE-2000X-2.png,PE,2000,0.05,0.9339,1.2728,0.9339,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-2.png,PE,2000,0.05,0.7092,0.8732,0.7092,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-2.png,PE,2000,0.05,0.5377,0.6445,0.5377,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-2.png,PE,2000,0.05,1.1056,1.4577,1.1056,area_equivalente_poligono,microplastico,
PE/PE-2000X-2.png,PE,2000,0.05,1.6516,2.2361,1.6516,area_equivalente_poligono,microplastico,
PE/PE-2000X-2.png,PE,2000,0.05,1.5327,1.8822,1.5327,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,1.0731,1.8238,1.0731,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,1.0573,1.7421,1.0573,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.565,0.7317,0.565,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,1.3954,2.0849,1.3954,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,1.1293,1.3423,1.1293,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,1.0113,1.2539,1.0113,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.7872,1.0414,0.7872,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,1.0654,1.3059,1.0654,area_equivalente_poligono,microplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.7937,1.0284,0.7937,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.5463,0.6615,0.5463,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.4459,0.5776,0.4459,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.4638,0.578,0.4638,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.6516,0.9246,0.6516,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.573,0.9405,0.573,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,0.4778,0.7139,0.4778,area_equivalente_poligono,nanoplastico,
PE/PE-2000X-3.png,PE,2000,0.05,3.7013,5.7209,3.7013,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,0.3676,0.5239,0.3676,area_equivalente_poligono,nanoplastico,
PE/PE-2000X.png,PE,2000,0.05,0.411,0.5155,0.411,area_equivalente_poligono,nanoplastico,
PE/PE-2000X.png,PE,2000,0.05,0.7082,0.9951,0.7082,area_equivalente_poligono,nanoplastico,
PE/PE-2000X.png,PE,2000,0.05,1.0406,1.5425,1.0406,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.2729,1.4718,1.2729,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,0.7209,0.8225,0.7209,area_equivalente_poligono,nanoplastico,
PE/PE-2000X.png,PE,2000,0.05,0.8646,1.1136,0.8646,area_equivalente_poligono,nanoplastico,
PE/PE-2000X.png,PE,2000,0.05,0.8763,1.2463,0.8763,area_equivalente_poligono,nanoplastico,
PE/PE-2000X.png,PE,2000,0.05,1.7167,2.3117,1.7167,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.231,1.8791,1.231,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.37,1.7689,1.37,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.1157,1.4173,1.1157,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.317,1.7162,1.317,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.8276,2.3317,1.8276,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,1.4475,1.9955,1.4475,area_equivalente_poligono,microplastico,
PE/PE-2000X.png,PE,2000,0.05,0.3116,0.3808,0.3116,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.2791,0.4519,0.2791,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.4704,0.5338,0.4704,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.3113,0.4304,0.3113,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.2313,0.2981,0.2313,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.2028,0.2519,0.2028,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.2686,0.3276,0.2686,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.3425,0.4287,0.3425,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.5071,0.7109,0.5071,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.36,0.5502,0.36,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.3271,0.5782,0.3271,area_equivalente_poligono,nanoplastico,
PE/PE-3000X.png,PE,3000,0.032895,0.7133,0.9263,0.7133,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.3221,0.4125,0.3221,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.4793,0.5219,0.4793,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.2704,0.3617,0.2704,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.4972,0.6111,0.4972,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.7053,1.0755,0.7053,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.4428,0.5058,0.4428,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.4828,0.7015,0.4828,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.4625,0.5181,0.4625,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.7129,1.1482,0.7129,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.2354,0.2993,0.2354,area_equivalente_poligono,nanoplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,1.9246,3.0172,1.9246,area_equivalente_poligono,microplastico,
PE/PE-5000x-1.png,PE,5000,0.019841,0.8203,1.1363,0.8203,area_equivalente_poligono,nanoplastico,
PE/PEL 200X.png,PE,200,0.5,18.2077,28.5394,18.2077,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,20.4046,30.7774,20.4046,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,11.7874,14.151,11.7874,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,16.2395,19.6469,16.2395,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,14.9217,17.5855,14.9217,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,12.4122,19.3197,12.4122,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,7.1142,8.6313,7.1142,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,15.9577,24.4182,15.9577,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,9.6903,11.5109,9.6903,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,9.6738,14.4309,9.6738,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,7.9788,9.6047,7.9788,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.6756,8.5147,6.6756,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,8.0976,11.4127,8.0976,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,5.9307,8.0623,5.9307,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,5.7812,7.5,5.7812,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.333,7.1589,6.333,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.3336,7.0,4.3336,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,5.2775,10.6888,5.2775,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.9329,9.2195,6.9329,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.8697,6.3246,4.8697,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.4245,5.5902,4.4245,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.8204,5.831,4.8204,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.3884,5.6569,4.3884,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.4943,7.9057,6.4943,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.4779,4.3012,3.4779,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.2408,6.1847,4.2408,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.8697,5.7009,4.8697,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.4781,5.7009,4.4781,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.1157,6.9462,6.1157,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.4424,5.4083,4.4424,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,5.3012,6.7091,5.3012,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.1629,8.8328,6.1629,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,6.1394,9.8817,6.1394,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.7488,6.2357,4.7488,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,10.0856,14.8096,10.0856,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,11.6258,13.7146,11.6258,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.3127,5.2565,4.3127,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.8622,4.7657,3.8622,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.2818,3.9722,3.2818,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.3569,6.1063,4.3569,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.8951,5.116,3.8951,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.7687,5.4212,3.7687,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.285,5.0007,4.285,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.532,4.4493,3.532,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.2578,3.7273,3.2578,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.5197,5.3424,3.5197,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.3413,4.8781,3.3413,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.0312,5.0089,4.0312,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.5834,4.6299,3.5834,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.1489,5.2322,4.1489,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.5647,4.9134,3.5647,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,2.8167,3.3746,2.8167,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.1182,5.357,3.1182,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.0595,4.5422,3.0595,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,2.7103,3.4038,2.7103,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.1467,3.7583,3.1467,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,3.8716,5.521,3.8716,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.0302,4.8262,4.0302,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,5.2755,7.4148,5.2755,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.6151,5.9536,4.6151,area_equivalente_poligono,microplastico,
PE/PEL 200X.png,PE,200,0.5,4.8154,6.329,4.8154,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,1.042,1.3993,1.042,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,2.1602,3.8617,2.1602,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,1.399,1.8322,1.399,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,1.7664,2.0676,1.7664,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,1.4648,1.7477,1.4648,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,1.3714,2.0022,1.3714,area_equivalente_poligono,microplastico,
PE/PEL 500X.png,PE,500,0.198413,1.9199,2.6304,1.9199,area_equivalente_poligono,microplastico,
