image_path,label,split,source_image
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2166.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1293.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_297.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_624.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_713.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2889.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1319.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_164.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4762.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_156.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4606.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4270.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_434.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2891.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3617.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4585.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1352.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1390.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-2_2709.png,PET,train,PET-5000X-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3876.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2986.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4695.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4215.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4743.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3548.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3774.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4228.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_453.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1833.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_162.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2150.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_363.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_674.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X_3024.png,PET,train,PET-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4729.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_427.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1584.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2129.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1430.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_4009.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4439.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2-3000X_523.png,PET,train,PET-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_248.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1799.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1664.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-10000X_324.png,PET,train,PET-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4353.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4241.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3414.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_243.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3377.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_157.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-5000X-4_2903.png,PET,train,PET-5000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X 2_197.png,PET,train,PET 5000X 2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3643.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PETL 200X_3478.png,PET,train,PETL 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-4_4358.png,PET,train,PET-B-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4715.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1338.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_1964.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B-2000x-2_4310.png,PET,train,PET-B-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4608.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-4_2038.png,PET,train,PET-2000X-4.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-2000X-3_1621.png,PET,train,PET-2000X-3.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-1_4626.png,PET,train,PET-B2-2000x-1.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET 5000X_316.png,PET,train,PET 5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PET/PET-B2-2000x-2_4741.png,PET,train,PET-B2-2000x-2.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3267.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2795.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3257.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4946.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3154.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3133.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4860.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3241.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3137.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3153.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3285.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4923.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4931.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2824.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B-5000x-1_4484.png,PET,val,PET-B-5000x-1.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2853.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2875.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_5008.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3199.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3273.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3145.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2793.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3129.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B-5000x-1_4450.png,PET,val,PET-B-5000x-1.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4987.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3122.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B-5000x-1_4469.png,PET,val,PET-B-5000x-1.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B-5000x-1_4449.png,PET,val,PET-B-5000x-1.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4991.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B-5000x-1_4473.png,PET,val,PET-B-5000x-1.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3299.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4882.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3110.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4915.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3151.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2869.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4872.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4910.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3202.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4979.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4897.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B-5000x-1_4471.png,PET,val,PET-B-5000x-1.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3232.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3160.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2837.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4901.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2828.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3186.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4903.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4920.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3311.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3215.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-5000X-3_2874.png,PET,val,PET-5000X-3.tif
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4960.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4895.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3171.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET-B2-2000x-4_4906.png,PET,val,PET-B2-2000x-4.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3253.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3168.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/val/PET/PET1-5000X_3203.png,PET,val,PET1-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2501.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1091.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1080.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2562.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2697.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1144.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1267.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4206.png,PET,test,PET-B-2-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_924.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1086.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1118.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1213.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1075.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1125.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2470.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET 5000X 1_84.png,PET,test,PET 5000X 1.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4138.png,PET,test,PET-B-2-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4122.png,PET,test,PET-B-2-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1110.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2398.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_795.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET 5000X 1_32.png,PET,test,PET 5000X 1.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_838.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_955.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1246.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_889.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_971.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2425.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4135.png,PET,test,PET-B-2-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2612.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1248.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2399.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1198.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_786.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_820.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1023.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_985.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_857.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET 5000X 1_7.png,PET,test,PET 5000X 1.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2644.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_972.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2346.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET 5000X 1_25.png,PET,test,PET 5000X 1.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2310.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2601.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4186.png,PET,test,PET-B-2-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2359.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1266.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1016.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4144.png,PET,test,PET-B-2-5000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2645.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_910.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1207.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1127.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1205.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2590.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2326.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2334.png,PET,test,PET-2000X.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET 5000X 1_128.png,PET,test,PET 5000X 1.png
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_787.png,PET,test,PET-2000X-2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6939.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7665.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7157.png,PP,train,PP-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7932.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7477.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4735.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6994.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2926.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1224.png,PP,train,PP 500X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7022.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8034.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2858.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5312.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3294.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7874.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5677.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8099.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8258.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-10000X_1302.png,PP,train,PP-10000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_610.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7607.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_183.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7803.png,PP,train,PPFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3299.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7892.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8221.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2763.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1195.png,PP,train,PP 500X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2620.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7322.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4640.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8091.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5092.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3075.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5435.png,PP,train,PP-3000x1.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_416.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_89.png,PP,train,PP 100X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5884.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4748.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3404.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3012.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8191.png,PP,train,PPLFT 500X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8031.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_434.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4819.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5021.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_898.png,PP,train,PP 2000X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5572.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3156.png,PP,train,PP-1000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4795.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_566.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5052.png,PP,train,PP-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4627.png,PP,train,PP-2-3000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5755.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7899.png,PP,train,PPLFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1268.png,PP,train,PP 500X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_424.png,PP,train,PP 100X2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7138.png,PP,train,PP-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7399.png,PP,train,PPFT 200X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5825.png,PP,train,PP-3000x3.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5646.png,PP,train,PP-3000x2.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7121.png,PP,train,PP-5000X.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6917.png,PP,train,PP-3000x8.png
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5165.png,PP,train,PP-3000X.png
