image_path,label,split,source_image,ann_id,magnification,bbox_w,bbox_h,px_size,um_per_px,size_nm,polymer_label
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1266.png,NANOPLASTIC,test,PET-2000X-2.png,1266,2000,16,14,16,0.05,800.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1016.png,NANOPLASTIC,test,PET-2000X-2.png,1016,2000,13,13,13,0.05,650.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-B-2-5000X_4144.png,NANOPLASTIC,test,PET-B-2-5000X.png,4144,5000,18,19,19,0.02,380.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2645.png,MICROPLASTIC,test,PET-2000X.png,2645,2000,35,29,35,0.05,1750.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_910.png,NANOPLASTIC,test,PET-2000X-2.png,910,2000,9,8,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1207.png,NANOPLASTIC,test,PET-2000X-2.png,1207,2000,14,14,14,0.05,700.0000000000001,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1127.png,NANOPLASTIC,test,PET-2000X-2.png,1127,2000,9,8,9,0.05,450.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_1205.png,NANOPLASTIC,test,PET-2000X-2.png,1205,2000,8,10,10,0.05,500.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2590.png,NANOPLASTIC,test,PET-2000X.png,2590,2000,6,5,6,0.05,300.00000000000006,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2326.png,NANOPLASTIC,test,PET-2000X.png,2326,2000,12,13,13,0.05,650.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X_2334.png,NANOPLASTIC,test,PET-2000X.png,2334,2000,14,15,15,0.05,750.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET 5000X 1_128.png,NANOPLASTIC,test,PET 5000X 1.png,128,5000,17,19,19,0.02,380.0,PET
resultados/01_extract_real_crops/data/real_crops/test/PET/PET-2000X-2_787.png,NANOPLASTIC,test,PET-2000X-2.png,787,2000,13,16,16,0.05,800.0,PET
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6939.png,MICROPLASTIC,train,PP-3000x8.png,6939,3000,37,50,50,0.03333333333333333,1666.6666666666667,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7665.png,MICROPLASTIC,train,PPFT 500X.png,7665,500,12,11,12,0.2,2400.0000000000005,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7157.png,NANOPLASTIC,train,PP-5000X.png,7157,5000,27,16,27,0.02,540.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7932.png,MICROPLASTIC,train,PPLFT 200X.png,7932,200,7,8,8,0.5,4000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7477.png,MICROPLASTIC,train,PPFT 200X.png,7477,200,9,7,9,0.5,4500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4735.png,MICROPLASTIC,train,PP-2-3000X.png,4735,3000,52,17,52,0.03333333333333333,1733.3333333333335,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6994.png,MICROPLASTIC,train,PP-3000x8.png,6994,3000,42,41,42,0.03333333333333333,1400.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2926.png,MICROPLASTIC,train,PP-1000x2.png,2926,1000,14,20,20,0.1,2000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1224.png,MICROPLASTIC,train,PP 500X2.png,1224,500,13,7,13,0.2,2600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7022.png,NANOPLASTIC,train,PP-3000x8.png,7022,3000,10,10,10,0.03333333333333333,333.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8034.png,MICROPLASTIC,train,PPLFT 200X.png,8034,200,6,5,6,0.5,3000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2858.png,NANOPLASTIC,train,PP-1000x2.png,2858,1000,5,8,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5312.png,MICROPLASTIC,train,PP-3000x1.png,5312,3000,35,26,35,0.03333333333333333,1166.6666666666667,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3294.png,MICROPLASTIC,train,PP-1000x2.png,3294,1000,16,17,17,0.1,1700.0000000000002,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7874.png,MICROPLASTIC,train,PPLFT 200X.png,7874,200,24,21,24,0.5,12000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5677.png,MICROPLASTIC,train,PP-3000x2.png,5677,3000,22,31,31,0.03333333333333333,1033.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8099.png,MICROPLASTIC,train,PPLFT 200X.png,8099,200,11,13,13,0.5,6500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8258.png,MICROPLASTIC,train,PPLFT 500X.png,8258,500,9,7,9,0.2,1800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-10000X_1302.png,NANOPLASTIC,train,PP-10000X.png,1302,10000,24,36,36,0.01,360.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_610.png,MICROPLASTIC,train,PP 100X2.png,610,100,6,6,6,1.0,6000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7607.png,MICROPLASTIC,train,PPFT 200X.png,7607,200,6,7,7,0.5,3500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_183.png,MICROPLASTIC,train,PP 100X.png,183,100,6,7,7,1.0,7000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7803.png,MICROPLASTIC,train,PPFT 500X.png,7803,500,5,11,11,0.2,2200.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3299.png,MICROPLASTIC,train,PP-1000x2.png,3299,1000,16,18,18,0.1,1800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7892.png,MICROPLASTIC,train,PPLFT 200X.png,7892,200,39,22,39,0.5,19500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8221.png,MICROPLASTIC,train,PPLFT 500X.png,8221,500,8,6,8,0.2,1600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2763.png,NANOPLASTIC,train,PP-1000x2.png,2763,1000,5,7,7,0.1,700.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1195.png,MICROPLASTIC,train,PP 500X2.png,1195,500,15,9,15,0.2,3000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2620.png,NANOPLASTIC,train,PP-1000x2.png,2620,1000,6,6,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7322.png,MICROPLASTIC,train,PPFT 200X.png,7322,200,8,8,8,0.5,4000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4640.png,NANOPLASTIC,train,PP-2-3000X.png,4640,3000,23,7,23,0.03333333333333333,766.6666666666666,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8091.png,MICROPLASTIC,train,PPLFT 200X.png,8091,200,6,9,9,0.5,4500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5092.png,NANOPLASTIC,train,PP-3000X.png,5092,3000,7,7,7,0.03333333333333333,233.33333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3075.png,NANOPLASTIC,train,PP-1000x2.png,3075,1000,6,5,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5435.png,NANOPLASTIC,train,PP-3000x1.png,5435,3000,23,21,23,0.03333333333333333,766.6666666666666,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_416.png,MICROPLASTIC,train,PP 100X.png,416,100,7,7,7,1.0,7000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_89.png,MICROPLASTIC,train,PP 100X.png,89,100,8,5,8,1.0,8000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5884.png,NANOPLASTIC,train,PP-3000x3.png,5884,3000,13,13,13,0.03333333333333333,433.33333333333337,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4748.png,MICROPLASTIC,train,PP-2-3000X.png,4748,3000,44,39,44,0.03333333333333333,1466.6666666666665,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3404.png,MICROPLASTIC,train,PP-1000x2.png,3404,1000,12,13,13,0.1,1300.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3012.png,MICROPLASTIC,train,PP-1000x2.png,3012,1000,12,10,12,0.1,1200.0000000000002,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8191.png,MICROPLASTIC,train,PPLFT 500X.png,8191,500,13,7,13,0.2,2600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8031.png,MICROPLASTIC,train,PPLFT 200X.png,8031,200,6,5,6,0.5,3000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_434.png,MICROPLASTIC,train,PP 100X2.png,434,100,5,6,6,1.0,6000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4819.png,NANOPLASTIC,train,PP-2-3000X.png,4819,3000,13,9,13,0.03333333333333333,433.33333333333337,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5021.png,NANOPLASTIC,train,PP-3000X.png,5021,3000,9,6,9,0.03333333333333333,300.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_898.png,NANOPLASTIC,train,PP 2000X2.png,898,2000,5,5,5,0.05,250.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5572.png,NANOPLASTIC,train,PP-3000x2.png,5572,3000,26,23,26,0.03333333333333333,866.6666666666667,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3156.png,NANOPLASTIC,train,PP-1000x2.png,3156,1000,8,9,9,0.1,900.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4795.png,NANOPLASTIC,train,PP-2-3000X.png,4795,3000,19,17,19,0.03333333333333333,633.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_566.png,MICROPLASTIC,train,PP 100X2.png,566,100,5,6,6,1.0,6000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5052.png,NANOPLASTIC,train,PP-3000X.png,5052,3000,24,24,24,0.03333333333333333,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4627.png,NANOPLASTIC,train,PP-2-3000X.png,4627,3000,24,13,24,0.03333333333333333,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5755.png,NANOPLASTIC,train,PP-3000x3.png,5755,3000,25,22,25,0.03333333333333333,833.3333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7899.png,MICROPLASTIC,train,PPLFT 200X.png,7899,200,12,10,12,0.5,6000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1268.png,MICROPLASTIC,train,PP 500X2.png,1268,500,8,11,11,0.2,2200.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_424.png,MICROPLASTIC,train,PP 100X2.png,424,100,11,8,11,1.0,11000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7138.png,NANOPLASTIC,train,PP-5000X.png,7138,5000,31,26,31,0.02,620.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7399.png,MICROPLASTIC,train,PPFT 200X.png,7399,200,11,12,12,0.5,6000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5825.png,NANOPLASTIC,train,PP-3000x3.png,5825,3000,12,11,12,0.03333333333333333,400.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5646.png,MICROPLASTIC,train,PP-3000x2.png,5646,3000,31,34,34,0.03333333333333333,1133.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-5000X_7121.png,NANOPLASTIC,train,PP-5000X.png,7121,5000,12,18,18,0.02,360.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6917.png,NANOPLASTIC,train,PP-3000x8.png,6917,3000,8,9,9,0.03333333333333333,300.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5165.png,MICROPLASTIC,train,PP-3000X.png,5165,3000,57,47,57,0.03333333333333333,1900.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_681.png,MICROPLASTIC,train,PP 100X2.png,681,100,10,8,10,1.0,10000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5807.png,NANOPLASTIC,train,PP-3000x3.png,5807,3000,15,16,16,0.03333333333333333,533.3333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7810.png,MICROPLASTIC,train,PPFT 500X.png,7810,500,8,11,11,0.2,2200.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5359.png,MICROPLASTIC,train,PP-3000x1.png,5359,3000,23,56,56,0.03333333333333333,1866.6666666666667,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7942.png,MICROPLASTIC,train,PPLFT 200X.png,7942,200,6,4,6,0.5,3000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3226.png,MICROPLASTIC,train,PP-1000x2.png,3226,1000,20,16,20,0.1,2000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2715.png,MICROPLASTIC,train,PP-1000x2.png,2715,1000,7,10,10,0.1,1000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5767.png,NANOPLASTIC,train,PP-3000x3.png,5767,3000,11,10,11,0.03333333333333333,366.66666666666663,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3166.png,NANOPLASTIC,train,PP-1000x2.png,3166,1000,8,8,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 500X_8224.png,MICROPLASTIC,train,PPLFT 500X.png,8224,500,10,10,10,0.2,2000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6863.png,NANOPLASTIC,train,PP-3000x8.png,6863,3000,15,16,16,0.03333333333333333,533.3333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5015.png,NANOPLASTIC,train,PP-3000X.png,5015,3000,25,16,25,0.03333333333333333,833.3333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7531.png,MICROPLASTIC,train,PPFT 200X.png,7531,200,7,8,8,0.5,4000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5578.png,NANOPLASTIC,train,PP-3000x2.png,5578,3000,18,15,18,0.03333333333333333,600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7652.png,MICROPLASTIC,train,PPFT 500X.png,7652,500,17,14,17,0.2,3400.0000000000005,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_126.png,MICROPLASTIC,train,PP 100X.png,126,100,6,7,7,1.0,7000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3130.png,NANOPLASTIC,train,PP-1000x2.png,3130,1000,6,4,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5042.png,NANOPLASTIC,train,PP-3000X.png,5042,3000,13,9,13,0.03333333333333333,433.33333333333337,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-10000X_1303.png,NANOPLASTIC,train,PP-10000X.png,1303,10000,44,52,52,0.01,520.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4835.png,NANOPLASTIC,train,PP-2-3000X.png,4835,3000,22,7,22,0.03333333333333333,733.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2760.png,NANOPLASTIC,train,PP-1000x2.png,2760,1000,6,5,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_133.png,MICROPLASTIC,train,PP 100X.png,133,100,13,12,13,1.0,13000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7102.png,NANOPLASTIC,train,PP-3000x8.png,7102,3000,11,13,13,0.03333333333333333,433.33333333333337,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3516.png,NANOPLASTIC,train,PP-1000x2.png,3516,1000,6,5,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4638.png,NANOPLASTIC,train,PP-2-3000X.png,4638,3000,17,18,18,0.03333333333333333,600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2862.png,NANOPLASTIC,train,PP-1000x2.png,2862,1000,7,7,7,0.1,700.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x2_5524.png,NANOPLASTIC,train,PP-3000x2.png,5524,3000,22,18,22,0.03333333333333333,733.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5808.png,NANOPLASTIC,train,PP-3000x3.png,5808,3000,15,14,15,0.03333333333333333,500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_4900.png,NANOPLASTIC,train,PP-3000X.png,4900,3000,17,15,17,0.03333333333333333,566.6666666666666,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_4977.png,NANOPLASTIC,train,PP-3000X.png,4977,3000,18,12,18,0.03333333333333333,600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7092.png,MICROPLASTIC,train,PP-3000x8.png,7092,3000,51,87,87,0.03333333333333333,2900.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5240.png,NANOPLASTIC,train,PP-3000x1.png,5240,3000,4,18,18,0.03333333333333333,600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5796.png,NANOPLASTIC,train,PP-3000x3.png,5796,3000,14,12,14,0.03333333333333333,466.6666666666667,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5843.png,NANOPLASTIC,train,PP-3000x3.png,5843,3000,21,19,21,0.03333333333333333,700.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3240.png,MICROPLASTIC,train,PP-1000x2.png,3240,1000,15,4,15,0.1,1500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5304.png,NANOPLASTIC,train,PP-3000x1.png,5304,3000,23,23,23,0.03333333333333333,766.6666666666666,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7844.png,MICROPLASTIC,train,PPLFT 200X.png,7844,200,27,26,27,0.5,13500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 2000X_7218.png,NANOPLASTIC,train,PPFT 2000X.png,7218,2000,14,13,14,0.05,700.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2944.png,MICROPLASTIC,train,PP-1000x2.png,2944,1000,12,11,12,0.1,1200.0000000000002,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3316.png,NANOPLASTIC,train,PP-1000x2.png,3316,1000,9,8,9,0.1,900.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3063.png,NANOPLASTIC,train,PP-1000x2.png,3063,1000,8,6,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2704.png,MICROPLASTIC,train,PP-1000x2.png,2704,1000,16,6,16,0.1,1600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7601.png,MICROPLASTIC,train,PPFT 200X.png,7601,200,8,7,8,0.5,4000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5774.png,MICROPLASTIC,train,PP-3000x3.png,5774,3000,43,24,43,0.03333333333333333,1433.3333333333333,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3256.png,NANOPLASTIC,train,PP-1000x2.png,3256,1000,8,7,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8117.png,MICROPLASTIC,train,PPLFT 200X.png,8117,200,10,10,10,0.5,5000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8003.png,MICROPLASTIC,train,PPLFT 200X.png,8003,200,20,13,20,0.5,10000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x1_5226.png,NANOPLASTIC,train,PP-3000x1.png,5226,3000,14,12,14,0.03333333333333333,466.6666666666667,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2898.png,MICROPLASTIC,train,PP-1000x2.png,2898,1000,10,15,15,0.1,1500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4822.png,NANOPLASTIC,train,PP-2-3000X.png,4822,3000,15,4,15,0.03333333333333333,500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7853.png,MICROPLASTIC,train,PPLFT 200X.png,7853,200,10,6,10,0.5,5000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5931.png,NANOPLASTIC,train,PP-3000x3.png,5931,3000,11,12,12,0.03333333333333333,400.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 200X_7271.png,MICROPLASTIC,train,PPFT 200X.png,7271,200,9,10,10,0.5,5000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7919.png,MICROPLASTIC,train,PPLFT 200X.png,7919,200,6,5,6,0.5,3000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2725.png,NANOPLASTIC,train,PP-1000x2.png,2725,1000,8,8,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2995.png,NANOPLASTIC,train,PP-1000x2.png,2995,1000,5,6,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7760.png,MICROPLASTIC,train,PPFT 500X.png,7760,500,7,6,7,0.2,1400.0000000000002,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3332.png,NANOPLASTIC,train,PP-1000x2.png,3332,1000,7,8,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000X_5148.png,NANOPLASTIC,train,PP-3000X.png,5148,3000,25,14,25,0.03333333333333333,833.3333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4730.png,NANOPLASTIC,train,PP-2-3000X.png,4730,3000,15,12,15,0.03333333333333333,500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_715.png,MICROPLASTIC,train,PP 100X2.png,715,100,7,7,7,1.0,7000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 5000X_947.png,NANOPLASTIC,train,PP 5000X.png,947,5000,36,28,36,0.02,720.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 2000X2_880.png,NANOPLASTIC,train,PP 2000X2.png,880,2000,5,5,5,0.05,250.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3030.png,NANOPLASTIC,train,PP-1000x2.png,3030,1000,8,7,8,0.1,800.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3453.png,MICROPLASTIC,train,PP-1000x2.png,3453,1000,22,16,22,0.1,2200.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_7021.png,NANOPLASTIC,train,PP-3000x8.png,7021,3000,11,10,11,0.03333333333333333,366.66666666666663,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2638.png,NANOPLASTIC,train,PP-1000x2.png,2638,1000,4,5,5,0.1,500.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_3353.png,NANOPLASTIC,train,PP-1000x2.png,3353,1000,7,5,7,0.1,700.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_7966.png,MICROPLASTIC,train,PPLFT 200X.png,7966,200,14,20,20,0.5,10000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4791.png,MICROPLASTIC,train,PP-2-3000X.png,4791,3000,22,30,30,0.03333333333333333,1000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_337.png,MICROPLASTIC,train,PP 100X.png,337,100,6,4,6,1.0,6000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-1000x2_2699.png,NANOPLASTIC,train,PP-1000x2.png,2699,1000,6,6,6,0.1,600.0000000000001,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x8_6993.png,NANOPLASTIC,train,PP-3000x8.png,6993,3000,18,16,18,0.03333333333333333,600.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_9.png,MICROPLASTIC,train,PP 100X.png,9,100,7,5,7,1.0,7000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X_29.png,MICROPLASTIC,train,PP 100X.png,29,100,9,9,9,1.0,9000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_480.png,MICROPLASTIC,train,PP 100X2.png,480,100,6,8,8,1.0,8000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 100X2_605.png,MICROPLASTIC,train,PP 100X2.png,605,100,12,5,12,1.0,12000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8046.png,MICROPLASTIC,train,PPLFT 200X.png,8046,200,20,18,20,0.5,10000.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-3000x3_5765.png,NANOPLASTIC,train,PP-3000x3.png,5765,3000,24,29,29,0.03333333333333333,966.6666666666666,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPFT 500X_7758.png,MICROPLASTIC,train,PPFT 500X.png,7758,500,5,6,6,0.2,1200.0000000000002,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP-2-3000X_4667.png,NANOPLASTIC,train,PP-2-3000X.png,4667,3000,25,15,25,0.03333333333333333,833.3333333333334,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PP 500X2_1253.png,MICROPLASTIC,train,PP 500X2.png,1253,500,13,21,21,0.2,4200.0,PP
resultados/01_extract_real_crops/data/real_crops/train/PP/PPLFT 200X_8067.png,MICROPLASTIC,train,PPLFT 200X.png,8067,200,6,8,8,0.5,4000.0,PP
